Image1,Image2,class,face_present
Jackie_Chan_0001.jpg,Jackie_Chan_0010.jpg,similar,Yes
Mike_Myers_0005.jpg,Mike_Myers_0007.jpg,similar,Yes
Inga_Hall_0001.jpg,Jorge_Alberto_Galindo_0001.jpg,different,Yes
Duane_Lee_Chapman_0001.jpg,Duane_Lee_Chapman_0002.jpg,similar,Yes
Jim_Thome_0001.jpg,Kevin_Keegan_0001.jpg,different,Yes
Akhmed_Zakayev_0002.jpg,Akhmed_Zakayev_0003.jpg,similar,Yes
Nadia_Forte_0001.jpg,Toni_Jennings_0001.jpg,different,Yes
Andrea_Yates_0001.jpg,Mike_Myers_0004.jpg,different,Yes
Yasar_Yakis_0001.jpg,Yasar_Yakis_0003.jpg,similar,Yes
Martin_Brodeur_0001.jpg,Martin_Brodeur_0002.jpg,similar,Yes
Sada_Jacobson_0001.jpg,William_Webster_0001.jpg,different,Yes
Alec_Baldwin_0003.jpg,Alec_Baldwin_0004.jpg,similar,Yes
Martha_Smith_0001.jpg,Ty_Votaw_0001.jpg,different,Yes
Yao_Ming_0001.jpg,Yao_Ming_0004.jpg,similar,Yes
Alicia_Silverstone_0001.jpg,Alicia_Silverstone_0002.jpg,similar,Yes
David_Ballantyne_0001.jpg,Job_Cohen_0001.jpg,different,Yes
Cindy_Moll_0001.jpg,Gregorio_Rosal_0001.jpg,different,Yes
Ari_Fleischer_0002.jpg,Ari_Fleischer_0004.jpg,similar,Yes
Paula_Radcliffe_0004.jpg,Paula_Radcliffe_0005.jpg,similar,Yes
Colin_Farrell_0001.jpg,Colin_Farrell_0007.jpg,similar,Yes
Andrew_Gilligan_0001.jpg,Hashim_Thaci_0002.jpg,different,Yes
Benedita_da_Silva_0001.jpg,Yao_Ming_0006.jpg,different,Yes
David_Przybyszewski_0001.jpg,John_McCain_0006.jpg,different,Yes
Michelle_Branch_0002.jpg,Ricardo_Lopez_Murphy_0002.jpg,different,Yes
Carlos_Queiroz_0001.jpg,Pa_Kou_Hang_0001.jpg,different,Yes
Venus_Williams_0006.jpg,Venus_Williams_0015.jpg,similar,No
Martha_Beatriz_Roque_0001.jpg,Martha_Beatriz_Roque_0002.jpg,similar,Yes
Ethan_Hawke_0003.jpg,Ethan_Hawke_0004.jpg,similar,Yes
Cuba_Gooding_Jr_0001.jpg,Lee_Byung-woong_0001.jpg,different,No
Ismael_Miranda_0001.jpg,John_Malkovich_0001.jpg,different,Yes
Bernard_Landry_0001.jpg,Bernard_Landry_0004.jpg,similar,Yes
Nabil_Shaath_0001.jpg,Nabil_Shaath_0003.jpg,similar,Yes
Sammy_Sosa_0001.jpg,Sammy_Sosa_0002.jpg,similar,Yes
Pedro_Velasquez_0001.jpg,Will_Ferrell_0001.jpg,different,Yes
Jerry_Regier_0002.jpg,Jerry_Regier_0003.jpg,similar,Yes
Ray_Allen_0002.jpg,Ray_Allen_0003.jpg,similar,Yes
Ricardo_Lagos_0009.jpg,Ricardo_Lagos_0022.jpg,similar,Yes
Benjamin_Bratt_0001.jpg,Mark_Geragos_0001.jpg,different,Yes
Nicolas_Latorre_0001.jpg,Paulo_Cesar_Pinheiro_0002.jpg,different,Yes
Alfredo_Moreno_0001.jpg,Shane_Reynolds_0001.jpg,different,Yes
Christoph_Daum_0001.jpg,Mitchell_Crooks_0001.jpg,different,Yes
Ciro_Gomes_0003.jpg,Ciro_Gomes_0004.jpg,similar,Yes
Elvis_Presley_0001.jpg,Elvis_Presley_0002.jpg,similar,Yes
Eli_Stutsman_0001.jpg,Gerald_Fitch_0001.jpg,different,Yes
Ricardo_Sanchez_0003.jpg,Ricardo_Sanchez_0004.jpg,similar,Yes
Joe_Carnahan_0001.jpg,Mary_Catherine_Correll_0001.jpg,different,Yes
Adam_Sandler_0001.jpg,Adam_Sandler_0004.jpg,similar,Yes
James_Jones_0002.jpg,Patrick_Clawsen_0001.jpg,different,Yes
Leander_Paes_0001.jpg,Leander_Paes_0002.jpg,similar,Yes
James_Robertson_Jr_0001.jpg,Justin_Wilson_0001.jpg,different,Yes
Julie_Taymor_0001.jpg,Julie_Taymor_0002.jpg,similar,Yes
Hisao_Oguchi_0001.jpg,Hisao_Oguchi_0002.jpg,similar,Yes
John_Ashcroft_0035.jpg,John_Ashcroft_0053.jpg,similar,Yes
Mark_Geragos_0001.jpg,Mark_Geragos_0002.jpg,similar,Yes
Bill_Rainer_0001.jpg,David_Ballantyne_0001.jpg,different,Yes
Fujio_Cho_0004.jpg,Shaun_Pollock_0001.jpg,different,Yes
Katie_Harman_0003.jpg,Lin_Yung_Hsi_0001.jpg,different,No
Cristian_Barros_0001.jpg,Paul_William_Hurley_0001.jpg,different,Yes
Gary_Carter_0001.jpg,Gary_Carter_0003.jpg,similar,No
Jean-Sebastien_Giguere_0002.jpg,Rhina_Villatoro_0001.jpg,different,Yes
Queen_Elizabeth_II_0006.jpg,Queen_Elizabeth_II_0011.jpg,similar,Yes
Gregg_Berhalter_0001.jpg,Juan_Manuel_Marquez_0001.jpg,different,Yes
Gloria_Macapagal_Arroyo_0029.jpg,Gloria_Macapagal_Arroyo_0040.jpg,similar,Yes
Tiger_Woods_0019.jpg,Tiger_Woods_0020.jpg,similar,Yes
Nicolas_Cage_0001.jpg,Nicolas_Cage_0002.jpg,similar,Yes
Jon_Gruden_0002.jpg,Jon_Gruden_0007.jpg,similar,Yes
Tom_Hanks_0006.jpg,Tom_Hanks_0010.jpg,similar,Yes
Aicha_El_Ouafi_0002.jpg,Aicha_El_Ouafi_0003.jpg,similar,Yes
Graeme_Smith_0001.jpg,Silvia_Farina_Elia_0002.jpg,different,No
Jim_Bollman_0001.jpg,Timothy_Coughlin_0001.jpg,different,Yes
Jeremy_Gompertz_0001.jpg,Sharon_Frey_0002.jpg,different,Yes
Pete_Sampras_0003.jpg,Pete_Sampras_0018.jpg,similar,Yes
George_HW_Bush_0009.jpg,John_Lisowski_0001.jpg,different,Yes
Robert_Witt_0001.jpg,Robert_Witt_0002.jpg,similar,Yes
David_Caruso_0001.jpg,David_Caruso_0002.jpg,similar,Yes
John_Manley_0004.jpg,John_Manley_0005.jpg,similar,Yes
Julia_Tymoshenko_0001.jpg,Julia_Tymoshenko_0002.jpg,similar,Yes
Paul_Wolfowitz_0003.jpg,Paul_Wolfowitz_0008.jpg,similar,Yes
Jafar_Umar_Thalib_0001.jpg,Juan_Valencia_Osorio_0001.jpg,different,Yes
Prince_Claus_0001.jpg,Prince_Claus_0003.jpg,similar,Yes
Craig_OClair_0001.jpg,Eddie_Jordan_0001.jpg,different,No
Hugh_Carey_0001.jpg,Oprah_Winfrey_0004.jpg,different,Yes
Julianne_Moore_0006.jpg,Julianne_Moore_0012.jpg,similar,Yes
Barbara_Walters_0001.jpg,Barbara_Walters_0003.jpg,similar,Yes
Akbar_Al_Baker_0001.jpg,Louisa_Baileche_0001.jpg,different,Yes
Gloria_Trevi_0001.jpg,Mickey_Rooney_0001.jpg,different,No
Colin_Jackson_0002.jpg,Keiko_Sofia_Fujimori_0001.jpg,different,Yes
Kathryn_Tucker_0001.jpg,Mathilda_Karel_Spak_0001.jpg,different,Yes
Cherie_Blair_0001.jpg,Cherie_Blair_0002.jpg,similar,Yes
Frederique_van_der_Wal_0001.jpg,Scott_Wallach_0001.jpg,different,Yes
Pham_Sy_Chien_0001.jpg,Sharon_Stone_0005.jpg,different,Yes
Caio_Blat_0001.jpg,Teresa_Worbis_0001.jpg,different,Yes
Pete_Carroll_0001.jpg,Pete_Carroll_0002.jpg,similar,Yes
Camryn_Manheim_0001.jpg,Simona_Hradil_0001.jpg,different,Yes
Claire_Hentzen_0001.jpg,Claire_Hentzen_0002.jpg,similar,Yes
Hung_Wan-ting_0001.jpg,Intisar_Ajouri_0001.jpg,different,Yes
John_Ashcroft_0018.jpg,John_Ashcroft_0021.jpg,similar,Yes
Paradorn_Srichaphan_0007.jpg,Wolfgang_Schuessel_0002.jpg,different,No
Cindy_Margolis_0001.jpg,Cindy_Margolis_0002.jpg,similar,Yes
Alfredo_Moreno_0001.jpg,Dwayne_Wade_0001.jpg,different,Yes
Sharon_Frey_0001.jpg,Sharon_Frey_0002.jpg,similar,Yes
Carlos_Vives_0001.jpg,Piers_Sellers_0001.jpg,different,Yes
Katrin_Susi_0001.jpg,Leonard_Hamilton_0001.jpg,different,Yes
Ana_Guevara_0001.jpg,Ana_Guevara_0005.jpg,similar,Yes
Aicha_El_Ouafi_0001.jpg,Aicha_El_Ouafi_0003.jpg,similar,Yes
Lee_Yeo-jin_0001.jpg,Mariangel_Ruiz_Torrealba_0001.jpg,different,Yes
Jose_Viegas_Filho_0001.jpg,Jose_Viegas_Filho_0002.jpg,similar,Yes
David_Myers_0002.jpg,Kenny_Brack_0001.jpg,different,Yes
Andrew_Weissmann_0001.jpg,Andrew_Weissmann_0003.jpg,similar,Yes
James_Schultz_0001.jpg,James_Schultz_0002.jpg,similar,Yes
John_Snow_0008.jpg,John_Snow_0016.jpg,similar,Yes
Enrique_Bolanos_0002.jpg,Enrique_Bolanos_0005.jpg,similar,Yes
Amy_Smart_0001.jpg,Cole_Chapman_0001.jpg,different,Yes
Larry_Brown_0001.jpg,Larry_Brown_0002.jpg,similar,Yes
Costas_Simitis_0002.jpg,Costas_Simitis_0004.jpg,similar,Yes
Art_Hoffmann_0001.jpg,Art_Hoffmann_0002.jpg,similar,Yes
Olesya_Bonabarenko_0001.jpg,Olesya_Bonabarenko_0002.jpg,similar,Yes
Abel_Pacheco_0001.jpg,Abel_Pacheco_0004.jpg,similar,No
Chris_Cooper_0001.jpg,Chris_Cooper_0002.jpg,similar,Yes
Jennifer_Garner_0001.jpg,Jennifer_Garner_0006.jpg,similar,Yes
Jonathan_Mostow_0001.jpg,Jonathan_Mostow_0002.jpg,similar,Yes
Costas_Simitis_0001.jpg,Costas_Simitis_0003.jpg,similar,Yes
Johnny_Tapia_0002.jpg,Johnny_Tapia_0003.jpg,similar,Yes
Bill_Callahan_0001.jpg,Bill_Callahan_0002.jpg,similar,Yes
Nathalie_Baye_0001.jpg,Nathalie_Baye_0003.jpg,similar,Yes
Marty_Mornhinweg_0002.jpg,Marty_Mornhinweg_0003.jpg,similar,Yes
Shoshana_Johnson_0001.jpg,Suzanne_Mubarak_0001.jpg,different,Yes
Frank_Coraci_0001.jpg,Julius_Barnes_0001.jpg,different,Yes
Demi_Moore_0002.jpg,Demi_Moore_0004.jpg,similar,Yes
Karen_Pereiras_0001.jpg,Peter_Arnett_0002.jpg,different,Yes
Roberto_Benigni_0001.jpg,Roberto_Benigni_0002.jpg,similar,Yes
Maria_Luisa_Mendonca_0001.jpg,Tim_Lobinger_0001.jpg,different,Yes
Monique_Garbrecht-Enfeldt_0001.jpg,Monique_Garbrecht-Enfeldt_0003.jpg,similar,Yes
Alan_Trammell_0001.jpg,Lin_Yung_Hsi_0001.jpg,different,No
Marina_Anissina_0001.jpg,Marina_Anissina_0002.jpg,similar,Yes
Aishwarya_Rai_0001.jpg,Lorne_Michaels_0001.jpg,different,Yes
Christian_Lirette_0001.jpg,Taku_Yamasaki_0001.jpg,different,Yes
Colin_Farrell_0003.jpg,Colin_Farrell_0007.jpg,similar,Yes
Billy_Crystal_0005.jpg,Billy_Crystal_0006.jpg,similar,Yes
Colin_Montgomerie_0002.jpg,Colin_Montgomerie_0004.jpg,similar,Yes
Alina_Kabaeva_0001.jpg,Amanda_Plumer_0001.jpg,different,Yes
Emanuel_Ginobili_0002.jpg,Emanuel_Ginobili_0004.jpg,similar,No
Eddie_Murray_0001.jpg,Elva_Hsiao_0001.jpg,different,Yes
Andrea_Yates_0001.jpg,Andy_Wisecarver_0001.jpg,different,No
George_Voinovich_0001.jpg,George_Voinovich_0002.jpg,similar,Yes
Nan_Wang_0004.jpg,Penny_Dupuie_0001.jpg,different,Yes
John_Thune_0001.jpg,Mary-Kate_Olsen_0003.jpg,different,Yes
Diana_Krall_0003.jpg,Thomas_Wyman_0002.jpg,different,Yes
Joe_Mendes_0001.jpg,Micky_Ward_0001.jpg,different,No
Carlos_Paternina_0001.jpg,Jeff_Feldman_0001.jpg,different,Yes
Mike_Babcock_0001.jpg,Mike_Babcock_0002.jpg,similar,Yes
Penelope_Ann_Miller_0001.jpg,Penelope_Ann_Miller_0002.jpg,similar,Yes
Donny_Osmond_0001.jpg,Heather_Locklear_0001.jpg,different,Yes
Brendan_Stai_0001.jpg,Justin_Marshall_0001.jpg,different,Yes
Bobby_Kielty_0001.jpg,Mark_Salter_0001.jpg,different,Yes
David_Myers_0001.jpg,David_Myers_0002.jpg,similar,Yes
Abdel_Nasser_Assidi_0001.jpg,Abdel_Nasser_Assidi_0002.jpg,similar,Yes
Frank_Solich_0001.jpg,Frank_Solich_0002.jpg,similar,Yes
Ty_Votaw_0001.jpg,Wayne_Allard_0001.jpg,different,Yes
Bill_Bradley_0001.jpg,Santiago_Botero_0001.jpg,different,Yes
Jim_Edmonds_0001.jpg,Jim_Edmonds_0002.jpg,similar,Yes
George_HW_Bush_0003.jpg,Kelly_Osbourne_0001.jpg,different,No
Nicholas_Tse_0001.jpg,Nicholas_Tse_0002.jpg,similar,Yes
Larry_Lucchino_0001.jpg,Larry_Lucchino_0002.jpg,similar,Yes
Dennis_Oswald_0001.jpg,Shamai_Leibowitz_0001.jpg,different,Yes
Danny_Ainge_0001.jpg,Sanjay_Gupta_0001.jpg,different,Yes
Florencia_Kirchner_0001.jpg,Marat_Safin_0002.jpg,different,Yes
Rob_Marshall_0004.jpg,Rob_Marshall_0006.jpg,similar,Yes
Cabas_0001.jpg,Nicole_Kidman_0007.jpg,different,Yes
Bijan_Namdar_Zangeneh_0002.jpg,Inam-ul-Haq_0001.jpg,different,Yes
Alice_Fisher_0001.jpg,Alice_Fisher_0002.jpg,similar,Yes
Dick_Bennett_0001.jpg,Mike_Farrar_0001.jpg,different,Yes
Ana_Guevara_0001.jpg,Ana_Guevara_0006.jpg,similar,Yes
Aaron_Peirsol_0001.jpg,Aaron_Peirsol_0002.jpg,similar,Yes
Jeffrey_Archer_0001.jpg,Jeffrey_Archer_0002.jpg,similar,Yes
Paul_ONeill_0008.jpg,Steven_Feldman_0001.jpg,different,Yes
Enrique_Bolanos_0001.jpg,Enrique_Bolanos_0002.jpg,similar,Yes
Eduard_Shevardnadze_0001.jpg,Eduard_Shevardnadze_0003.jpg,similar,Yes
Rene_Antonio_Leon_Rodriguez_0001.jpg,Ted_Turner_0001.jpg,different,Yes
Jack_Straw_0006.jpg,John_Rosa_0002.jpg,different,Yes
Hipolito_Mejia_0001.jpg,Hipolito_Mejia_0003.jpg,similar,Yes
Keanu_Reeves_0002.jpg,Keanu_Reeves_0005.jpg,similar,Yes
Goran_Persson_0001.jpg,Vernon_Forrest_0001.jpg,different,Yes
Carla_Gay_Balingit_0001.jpg,Fernando_Henrique_Cardoso_0005.jpg,different,Yes
Matt_Damon_0001.jpg,Matt_Damon_0004.jpg,similar,Yes
Peter_Struck_0001.jpg,Peter_Struck_0003.jpg,similar,Yes
Norodom_Sihanouk_0001.jpg,Norodom_Sihanouk_0002.jpg,similar,No
Christopher_Patten_0001.jpg,Christopher_Patten_0002.jpg,similar,Yes
Leland_Chapman_0001.jpg,Valorie_Brabazon_0001.jpg,different,Yes
David_Dodge_0001.jpg,David_Dodge_0002.jpg,similar,Yes
Michael_Chiklis_0002.jpg,Michael_Chiklis_0004.jpg,similar,Yes
Rick_Barnes_0001.jpg,Rick_Barnes_0003.jpg,similar,Yes
Ari_Fleischer_0001.jpg,Ari_Fleischer_0013.jpg,similar,Yes
Damon_van_Dam_0001.jpg,Damon_van_Dam_0002.jpg,similar,Yes
Stanley_McChrystal_0001.jpg,Tatjana_Gsell_0001.jpg,different,Yes
Columba_Bush_0001.jpg,Paul_Walker_0001.jpg,different,Yes
Hermes_Gamonal_0001.jpg,Sue_Wicks_0001.jpg,different,Yes
Juan_Pablo_Montoya_0003.jpg,Juan_Pablo_Montoya_0005.jpg,similar,No
SJ_Twu_0001.jpg,Sachin_Tendulkar_0001.jpg,different,No
George_Clooney_0005.jpg,George_Clooney_0007.jpg,similar,Yes
Ernie_Els_0001.jpg,Octavio_Lara_0001.jpg,different,No
Edward_Said_0001.jpg,Edward_Said_0002.jpg,similar,Yes
Eglis_Yaima_Cruz_0001.jpg,Steve_Spurrier_0002.jpg,different,Yes
Dave_Williams_0001.jpg,Lin_Yung_Hsi_0001.jpg,different,No
David_Wells_0007.jpg,Stefaan_Declerk_0001.jpg,different,Yes
James_Barksdale_0001.jpg,Tom_DeLay_0001.jpg,different,Yes
Steve_Spurrier_0001.jpg,Steve_Spurrier_0002.jpg,similar,Yes
Brook_Robinson_0001.jpg,Wan_Yanhai_0001.jpg,different,Yes
Tommy_Robredo_0001.jpg,Tommy_Robredo_0003.jpg,similar,Yes
Maribel_Dominguez_0001.jpg,Vagit_Alekperov_0001.jpg,different,Yes
Susan_Sarandon_0004.jpg,Susan_Sarandon_0006.jpg,similar,Yes
Arnold_Palmer_0001.jpg,Arnold_Palmer_0003.jpg,similar,Yes
Bruce_Springsteen_0002.jpg,Shamai_Leibowitz_0001.jpg,different,Yes
Dereck_Whittenburg_0001.jpg,Miranda_Otto_0001.jpg,different,No
Jane_Pauley_0001.jpg,Jane_Pauley_0002.jpg,similar,Yes
Petria_Thomas_0001.jpg,Petria_Thomas_0002.jpg,similar,Yes
Hadley_Bilger_0001.jpg,Jaime_Orti_0001.jpg,different,Yes
Brandon_Inge_0001.jpg,Jose_Lopez_Beltran_0001.jpg,different,Yes
Hasan_Wirayuda_0001.jpg,Monique_Gagnon-Tremblay_0001.jpg,different,Yes
Michael_Powell_0002.jpg,Michael_Powell_0004.jpg,similar,Yes
Lawrence_Foley_0001.jpg,Omar_Vizquel_0001.jpg,different,No
George_Galloway_0001.jpg,George_Galloway_0004.jpg,similar,Yes
Elton_John_0003.jpg,Jason_Jennings_0002.jpg,different,Yes
Matt_LeBlanc_0001.jpg,Stanley_Tong_0001.jpg,different,Yes
Jeff_Weaver_0001.jpg,Natasha_Lyonne_0001.jpg,different,Yes
Dan_Duquette_0001.jpg,Juliette_Binoche_0001.jpg,different,Yes
Heath_Ledger_0001.jpg,Heath_Ledger_0002.jpg,similar,Yes
Aldo_Paredes_0001.jpg,Azmi_Bishara_0001.jpg,different,Yes
Neri_Marcore_0001.jpg,Wolfgang_Schuessel_0002.jpg,different,No
Peter_Struck_0001.jpg,Peter_Struck_0005.jpg,similar,Yes
Pedro_Velasquez_0001.jpg,Queen_Rania_0004.jpg,different,Yes
Grady_Irvin_Jr_0001.jpg,Grady_Irvin_Jr_0002.jpg,similar,Yes
Princess_Anne_0002.jpg,Tab_Turner_0001.jpg,different,Yes
Jean-Claude_Braquet_0001.jpg,Jean-Claude_Braquet_0002.jpg,similar,Yes
Ricardo_Lagos_0001.jpg,Ricardo_Lagos_0003.jpg,similar,Yes
AJ_Cook_0001.jpg,Marsha_Thomason_0001.jpg,different,Yes
Brandon_Inge_0001.jpg,Mike_Szymanczyk_0001.jpg,different,Yes
Terry_Stotts_0001.jpg,Terry_Stotts_0002.jpg,similar,Yes
Mickey_Rooney_0001.jpg,Mickey_Sherman_0001.jpg,different,No
Farida_Ragoonanan_0001.jpg,Lionel_Richie_0002.jpg,different,Yes
Jeffrey_Jones_0001.jpg,John_Bond_0001.jpg,different,Yes
Elizabeth_Taylor_0001.jpg,Nancy_Kerrigan_0001.jpg,different,Yes
William_Bulger_0001.jpg,William_Bulger_0002.jpg,similar,Yes
Jacob_Frenkel_0001.jpg,Matthew_Ouimet_0001.jpg,different,Yes
Don_Hewitt_0001.jpg,Mike_Webster_0001.jpg,different,Yes
Mark_Lazarus_0001.jpg,Olene_Walker_0001.jpg,different,Yes
John_McCain_0003.jpg,John_McCain_0004.jpg,similar,Yes
John_Snow_0002.jpg,John_Snow_0004.jpg,similar,Yes
Choi_Sung-hong_0003.jpg,Choi_Sung-hong_0004.jpg,similar,Yes
Larry_Wilmore_0001.jpg,Laura_Gobai_0001.jpg,different,Yes
Sheila_Fraser_0001.jpg,Sheila_Fraser_0002.jpg,similar,Yes
Matthew_Perry_0003.jpg,Matthew_Perry_0006.jpg,similar,No
David_Bowie_0001.jpg,Gloria_Allred_0001.jpg,different,Yes
Misty_Dawn_Clymer_0001.jpg,Terry_Stotts_0002.jpg,different,Yes
Marcus_Gronholm_0001.jpg,Marcus_Gronholm_0002.jpg,similar,Yes
Sonia_Gandhi_0002.jpg,Sonia_Gandhi_0003.jpg,similar,Yes
Brian_Van_Dusen_0001.jpg,Sergio_Garcia_0001.jpg,different,Yes
Bernard_Giraudeau_0001.jpg,Eve_Ensler_0001.jpg,different,Yes
Clifford_Robinson_0001.jpg,Tom_Schnackenberg_0001.jpg,different,Yes
Frank_Griswold_0001.jpg,Martina_McBride_0002.jpg,different,Yes
Lynne_Cheney_0002.jpg,Lynne_Cheney_0003.jpg,similar,Yes
Daniel_Rouse_0001.jpg,Talisa_Bratt_0001.jpg,different,Yes
Ally_Sheedy_0001.jpg,Arsinee_Khanjian_0001.jpg,different,Yes
Charles_Moose_0001.jpg,Charles_Moose_0003.jpg,similar,No
Carly_Fiorina_0001.jpg,Carly_Fiorina_0002.jpg,similar,No
Angelina_Jolie_0009.jpg,Angelina_Jolie_0017.jpg,similar,Yes
Habib_Rizieq_0004.jpg,Habib_Rizieq_0005.jpg,similar,Yes
Maria_Soledad_Alvear_Valenzuela_0001.jpg,Maria_Soledad_Alvear_Valenzuela_0005.jpg,similar,Yes
Chuck_Amato_0001.jpg,Chuck_Amato_0002.jpg,similar,Yes
Arthur_Martinez_0001.jpg,Brad_Wilk_0001.jpg,different,Yes
Sila_Calderon_0001.jpg,Sila_Calderon_0003.jpg,similar,Yes
Emily_Mortimer_0001.jpg,Imelda_Marcos_0001.jpg,different,Yes
Estella_Warren_0001.jpg,Peter_Mugyeni_0001.jpg,different,No
Bob_Krueger_0001.jpg,Carlos_Alberto_Parreira_0001.jpg,different,Yes
Piotr_Anderszewski_0001.jpg,Yoshiyuki_Kamei_0001.jpg,different,Yes
Gisele_Bundchen_0001.jpg,Suzanne_Gaudet_0001.jpg,different,Yes
David_Beckham_0005.jpg,David_Beckham_0010.jpg,similar,Yes
Dan_Quayle_0001.jpg,David_McKiernan_0001.jpg,different,Yes
Tom_Ridge_0003.jpg,Tom_Ridge_0022.jpg,similar,Yes
Cristian_Barros_0001.jpg,Saied_Hadi_al_Mudarissi_0001.jpg,different,Yes
Elton_John_0003.jpg,Elton_John_0005.jpg,similar,Yes
Dennis_Kucinich_0002.jpg,Dennis_Kucinich_0005.jpg,similar,Yes
David_Anderson_0001.jpg,David_Anderson_0002.jpg,similar,Yes
Ahmed_Ibrahim_Bilal_0001.jpg,Rolf_Zimmermann_0001.jpg,different,Yes
Bart_Hendricks_0001.jpg,David_Beckham_0008.jpg,different,Yes
Rudi_Voeller_0001.jpg,Tim_Lobinger_0001.jpg,different,Yes
Elizabeth_Hurley_0004.jpg,Elizabeth_Hurley_0005.jpg,similar,Yes
Lawrence_Vito_0001.jpg,Martha_Sahagun_de_Fox_0001.jpg,different,Yes
James_Hill_0001.jpg,Natasha_McElhone_0001.jpg,different,Yes
Franko_Simatovic_0001.jpg,Jonathan_Karsh_0001.jpg,different,Yes
Carmen_Electra_0001.jpg,Carmen_Electra_0006.jpg,similar,Yes
Manuel_Poggiali_0001.jpg,Manuel_Poggiali_0002.jpg,similar,Yes
Shimon_Peres_0002.jpg,Shimon_Peres_0006.jpg,similar,Yes
Bob_Geldof_0001.jpg,John_Spencer_0002.jpg,different,Yes
Robert_Lange_0001.jpg,Tina_Andrews_0001.jpg,different,Yes
Angelo_Genova_0001.jpg,Denise_Locke_0001.jpg,different,Yes
Arnoldo_Aleman_0002.jpg,Arnoldo_Aleman_0004.jpg,similar,Yes
Melina_Kanakaredes_0001.jpg,Tom_Brennan_0001.jpg,different,Yes
Caio_Blat_0001.jpg,Paula_Radcliffe_0003.jpg,different,Yes
Dalai_Lama_0001.jpg,Dalai_Lama_0002.jpg,similar,No
Fernando_Hierro_0001.jpg,Julio_Rossi_0001.jpg,different,Yes
Robert_Mugabe_0001.jpg,Robert_Mugabe_0002.jpg,similar,Yes
Ben_Kingsley_0001.jpg,Tom_Lantos_0001.jpg,different,Yes
Cliff_Ellis_0001.jpg,Paul_Luvera_0001.jpg,different,Yes
Curtis_Rodriguez_0001.jpg,Gary_Sinise_0001.jpg,different,Yes
Alvaro_Silva_Calderon_0003.jpg,Toni_Jennings_0001.jpg,different,Yes
Ernesto_Zedillo_0001.jpg,Ernesto_Zedillo_0002.jpg,similar,Yes
Anibal_Ibarra_0001.jpg,Christine_Arron_0001.jpg,different,Yes
Alicia_Silverstone_0001.jpg,Michael_Doleac_0001.jpg,different,Yes
Cindy_Margolis_0001.jpg,Rachel_Wadsworth_0001.jpg,different,Yes
Richard_Gephardt_0001.jpg,Richard_Gephardt_0003.jpg,similar,Yes
Mike_Bair_0001.jpg,Timothy_Wirth_0001.jpg,different,Yes
Heather_Willson_0001.jpg,Jeanette_Stauffer_0001.jpg,different,Yes
Dick_Cheney_0001.jpg,Dick_Cheney_0014.jpg,similar,Yes
Leah_Remini_0001.jpg,Max_von_Sydow_0001.jpg,different,No
Demetrius_Ferraciu_0002.jpg,Mario_Austin_0001.jpg,different,Yes
Monica_Seles_0002.jpg,Monica_Seles_0003.jpg,similar,Yes
Nanni_Moretti_0001.jpg,Nanni_Moretti_0002.jpg,similar,Yes
Akhmed_Zakayev_0001.jpg,Akhmed_Zakayev_0003.jpg,similar,Yes
Victoria_Clarke_0002.jpg,Victoria_Clarke_0005.jpg,similar,Yes
Antony_Leung_0002.jpg,Antony_Leung_0003.jpg,similar,Yes
Jeb_Bush_0004.jpg,Jeb_Bush_0012.jpg,similar,Yes
Alan_Ball_0001.jpg,Alan_Ball_0002.jpg,similar,Yes
Claudia_Schiffer_0001.jpg,Claudia_Schiffer_0003.jpg,similar,Yes
Jose_Maria_Aznar_0018.jpg,Svend_Robinson_0001.jpg,different,Yes
Brian_Pavlich_0001.jpg,Marc-Andre_Fleury_0002.jpg,different,Yes
Jim_Tressel_0001.jpg,Jim_Tressel_0002.jpg,similar,Yes
Platon_Lebedev_0001.jpg,Ray_Young_0001.jpg,different,Yes
Bob_Graham_0001.jpg,Bob_Graham_0005.jpg,similar,Yes
Takashi_Sorimachi_0001.jpg,Takashi_Sorimachi_0002.jpg,similar,Yes
Elena_Bereznaya_0001.jpg,Queen_Beatrix_0003.jpg,different,Yes
Torri_Edwards_0001.jpg,Torri_Edwards_0002.jpg,similar,Yes
Leslie_Caldwell_0002.jpg,Takuma_Sato_0001.jpg,different,Yes
Lee_Tae-sik_0001.jpg,Lee_Tae-sik_0002.jpg,similar,Yes
Hilary_Duff_0001.jpg,Hilary_Duff_0003.jpg,similar,Yes
Joseph_Kabila_0001.jpg,Tabare_Vazquez_0001.jpg,different,Yes
John_Warner_0001.jpg,John_Warner_0004.jpg,similar,Yes
Anne_ONeil_0001.jpg,Rohinton_Mistry_0001.jpg,different,Yes
Linda_Baboolal_0001.jpg,Michael_J_Fox_0001.jpg,different,Yes
Carlos_Ruiz_0001.jpg,Lincoln_Chafee_0001.jpg,different,Yes
Budd_Schulberg_0001.jpg,Michelle_Lecky_0001.jpg,different,No
Martha_Bowen_0001.jpg,Martha_Bowen_0002.jpg,similar,Yes
Doris_Roberts_0002.jpg,Tommy_Lewis_0001.jpg,different,No
Dyab_Abou_Jahjah_0001.jpg,Tim_Curley_0001.jpg,different,Yes
Emily_Robison_0002.jpg,Penelope_Taylor_0001.jpg,different,Yes
Jean-Sebastien_Giguere_0001.jpg,Jean-Sebastien_Giguere_0002.jpg,similar,Yes
